com.samsung.shealth.sleep,6210049,5
,84.0,26,26,9,1,41,337,84,0,35,0,0,,1,54.0,,33.0,,,f8cdba52-dfb5-0c76-2b95-85d73eedaf64.extra_data.json,3,87.0,68,337,2021-10-16 17:13:00.000,,2021-10-16 23:04:07.820,2021-10-16 23:04:04.356,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-10-16 22:50:00.000,f8cdba52-dfb5-0c76-2b95-85d73eedaf64,
,62.0,25,25,5,8,14,182,88,1,6,0,0,8805e13b-66ba-449f-9d23-79c5623dc2be,1,43.0,,17.0,,,4ff068a7-ac17-8324-e55f-34f67d4fdc6b.extra_data.json,2,92.0,62,182,2021-06-01 16:11:00.000,,2021-06-01 23:37:13.332,2021-06-01 19:13:38.393,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-01 19:13:00.000,4ff068a7-ac17-8324-e55f-34f67d4fdc6b,
,66.0,20,54,2,14,22,356,84,1,11,0,0,,1,60.0,,12.0,,,da91aae6-62f9-3559-4f29-ee4f051cf6a2.extra_data.json,4,93.0,70,356,2021-05-01 16:16:00.000,,2021-05-01 22:17:39.634,2021-05-01 22:17:34.267,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-01 22:12:00.000,da91aae6-62f9-3559-4f29-ee4f051cf6a2,
,82.0,23,50,2,3,49,408,85,0,36,2,0,,1,64.0,,23.0,,,8f74d9e8-fb7e-4787-8338-fa8fd2f465b8.extra_data.json,3,87.0,77,410,2021-12-05 15:55:00.000,,2021-12-05 23:05:23.956,2021-12-05 23:05:15.926,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-05 22:45:00.000,8f74d9e8-fb7e-4787-8338-fa8fd2f465b8,
,53.0,35,35,16,17,42,470,109,2,29,0,0,,1,67.0,,30.0,,,59c7d1ec-5c15-5d09-9e91-569b45886c19.extra_data.json,4,91.0,64,470,2021-06-10 14:22:00.000,,2021-06-10 22:16:31.677,2021-06-10 22:16:28.232,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-10 22:12:00.000,59c7d1ec-5c15-5d09-9e91-569b45886c19,
,70.0,0,36,0,0,0,69,0,0,0,0,0,,1,59.0,,0.0,,,a2c45a39-4de0-c438-af3b-5ee174f6e6c8.extra_data.json,0,100.0,54,69,2021-05-05 10:36:00.000,,2021-05-05 11:45:07.845,2021-05-05 11:45:05.994,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-05 11:45:00.000,a2c45a39-4de0-c438-af3b-5ee174f6e6c8,
,51.0,23,23,3,24,32,334,148,1,20,5,0,,2,47.0,,18.0,,,6e56d3b4-d583-4e80-a521-bdd24378125a.extra_data.json,3,89.0,54,339,2021-12-17 17:02:00.000,,2021-12-17 22:58:07.639,2021-12-17 22:57:59.446,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-17 22:41:00.000,6e56d3b4-d583-4e80-a521-bdd24378125a,
,75.0,0,0,13,5,25,227,85,0,8,0,0,,1,23.0,,30.0,,,477baff5-24be-99c2-5864-e2104b1d4ce9.extra_data.json,2,88.0,46,227,2021-11-14 17:21:00.000,,2021-11-14 21:11:12.594,2021-11-14 21:11:08.617,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-11-14 21:08:00.000,477baff5-24be-99c2-5864-e2104b1d4ce9,
,76.0,17,17,3,4,90,423,158,0,70,0,0,,1,51.0,,40.0,,,29347b8b-95ae-e4ca-b2ec-ac326aa21e74.extra_data.json,2,78.0,60,423,2021-05-12 15:09:00.000,,2021-05-12 22:16:12.659,2021-05-12 22:12:21.421,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-12 22:12:00.000,29347b8b-95ae-e4ca-b2ec-ac326aa21e74,
,45.0,5,5,18,10,51,313,240,2,39,0,0,,1,34.0,,36.0,,,688f9015-692b-0388-87e5-c12c2cda2b59.extra_data.json,1,83.0,42,313,2021-06-17 16:56:00.000,,2021-06-17 22:14:51.857,2021-06-17 22:09:15.780,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-17 22:09:00.000,688f9015-692b-0388-87e5-c12c2cda2b59,
,82.0,58,58,1,3,46,385,117,0,34,3,0,,2,73.0,,22.0,,,227ddd8b-6495-433a-82e5-f0c0ac5ac067.extra_data.json,3,87.0,91,388,2021-12-23 15:44:00.000,,2021-12-23 22:31:49.214,2021-12-23 22:31:40.041,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-23 22:12:00.000,227ddd8b-6495-433a-82e5-f0c0ac5ac067,
,78.0,0,29,5,7,22,319,114,0,0,0,0,,1,41.0,,11.0,,,c2e29609-2c18-9480-994c-45118a63a809.extra_data.json,3,93.0,61,319,2021-06-28 16:51:00.000,,2021-06-28 22:11:32.719,2021-06-28 22:10:32.847,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-28 22:10:00.000,c2e29609-2c18-9480-994c-45118a63a809,
,75.0,0,0,13,0,19,147,115,0,14,0,0,d66c7fe8-707f-4301-868d-e6f7a5008b9c,1,15.0,,34.0,,,86fb2935-73f1-4427-a8a4-5d24ec8057fb.extra_data.json,1,87.0,43,147,2021-12-06 16:53:00.000,,2021-12-06 22:54:04.359,2021-12-06 19:25:07.661,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-06 19:20:00.000,86fb2935-73f1-4427-a8a4-5d24ec8057fb,
,87.0,8,8,3,3,26,342,96,0,4,0,0,,2,40.0,,12.0,,,e58a302c-7704-4c11-b026-cc2f29acaec5.extra_data.json,4,92.0,76,342,2022-01-05 08:45:00.000,,2022-01-05 14:32:05.994,2022-01-05 14:31:58.513,UTC-0800,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-05 14:27:00.000,e58a302c-7704-4c11-b026-cc2f29acaec5,
,90.0,13,33,0,5,28,372,67,0,13,0,0,,1,54.0,,11.0,,,1f960d33-dbe4-f860-f628-3fc7a319c396.extra_data.json,5,92.0,81,372,2021-05-16 15:12:00.000,,2021-05-16 21:35:24.310,2021-05-16 21:24:47.371,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-16 21:24:00.000,1f960d33-dbe4-f860-f628-3fc7a319c396,
,50.0,0,0,4,15,34,409,74,3,9,0,0,,1,41.0,,16.0,,,bbf96353-13a8-dab5-4da3-d7187a9c69c9.extra_data.json,5,91.0,48,409,2021-08-07 16:30:00.000,,2021-08-07 23:19:19.185,2021-08-07 23:19:15.484,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-07 23:19:00.000,bbf96353-13a8-dab5-4da3-d7187a9c69c9,
,80.0,18,18,34,5,62,287,93,0,53,3,0,,2,43.0,,77.0,,,35ccb395-e123-439d-aa6a-669a250f0f30.extra_data.json,3,77.0,69,290,2021-12-17 23:56:00.000,,2021-12-18 05:06:59.373,2021-12-18 05:04:44.067,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-18 04:46:00.000,35ccb395-e123-439d-aa6a-669a250f0f30,
,45.0,12,19,1,40,65,507,61,1,43,0,0,,1,62.0,,23.0,,,e92d43a1-2e37-da78-ebda-e3a6b01875c3.extra_data.json,5,87.0,59,507,2021-05-21 16:25:00.000,,2021-05-22 01:01:40.253,2021-05-22 01:01:36.369,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-22 00:52:00.000,e92d43a1-2e37-da78-ebda-e3a6b01875c3,
,65.0,8,43,0,20,27,474,87,1,8,0,0,,1,60.0,,7.0,,,5bd04027-e577-91ed-3c29-dd0409eba5df.extra_data.json,5,94.0,71,474,2021-08-21 16:03:00.000,,2021-08-21 23:59:05.417,2021-08-21 23:59:00.739,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-21 23:57:00.000,5bd04027-e577-91ed-3c29-dd0409eba5df,
,44.0,2,2,15,21,50,319,157,2,32,0,0,,2,33.0,,35.0,,,ba5de353-d902-4219-b67a-ab85ded95cd9.extra_data.json,3,84.0,44,319,2022-01-12 12:59:00.000,,2022-01-12 18:36:22.072,2022-01-12 18:36:13.247,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-12 18:18:00.000,ba5de353-d902-4219-b67a-ab85ded95cd9,
,58.0,27,27,13,7,34,351,201,2,17,0,0,,1,48.0,,21.0,,,10cea893-a878-9813-87b2-1f5996e84f95.extra_data.json,3,90.0,56,351,2021-09-02 16:13:00.000,,2021-09-02 22:04:06.454,2021-09-02 22:04:02.307,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-02 22:04:00.000,10cea893-a878-9813-87b2-1f5996e84f95,
,50.0,34,34,13,20,108,447,216,2,78,0,0,,1,59.0,,48.0,,,a96fec92-3e73-c6cc-ef04-6348808d8635.extra_data.json,4,75.0,58,447,2021-05-26 16:17:00.000,,2021-05-26 23:56:54.070,2021-05-26 23:56:50.289,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-26 23:44:00.000,a96fec92-3e73-c6cc-ef04-6348808d8635,
,71.0,37,64,2,9,44,403,77,1,34,0,0,,2,75.0,,22.0,,,f42c6932-acf2-4bd0-866f-c9b52448c02e.extra_data.json,4,89.0,79,403,2021-12-27 19:32:00.000,,2021-12-28 02:27:06.657,2021-12-28 02:27:00.611,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-28 02:15:00.000,f42c6932-acf2-4bd0-866f-c9b52448c02e,
,70.0,0,31,0,0,0,64,0,0,0,0,0,0958fe29-6ffc-436b-8ccb-5e12a75f3d0f,1,55.0,,0.0,,,d18b97e1-168d-1533-a0c3-bf0297d8d6a5.extra_data.json,0,100.0,54,64,2021-09-10 16:00:00.000,,2021-09-10 21:03:49.189,2021-09-10 17:04:20.473,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-10 17:04:00.000,d18b97e1-168d-1533-a0c3-bf0297d8d6a5,
,51.0,37,37,3,14,49,427,143,2,31,4,0,,2,62.0,,21.0,,,7736d17a-25df-43f0-a62c-d18c2a605ffc.extra_data.json,3,87.0,67,431,2022-01-29 17:48:00.000,,2022-01-30 01:17:11.953,2022-01-30 01:16:54.959,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-30 00:59:00.000,7736d17a-25df-43f0-a62c-d18c2a605ffc,
,83.0,5,5,4,2,30,330,83,0,21,0,0,,2,37.0,,20.0,,,8e685a63-faad-4728-9dd0-69512f54b81a.extra_data.json,3,90.0,70,330,2022-01-07 09:35:00.000,,2022-01-07 15:11:47.120,2022-01-07 15:11:41.587,UTC-0800,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-07 15:05:00.000,8e685a63-faad-4728-9dd0-69512f54b81a,
,63.0,28,28,15,7,76,386,234,1,65,3,0,,1,51.0,,43.0,,,43d8794b-3f30-1c0d-d933-e21c1f68a5c6.extra_data.json,2,79.0,56,389,2021-09-13 15:49:00.000,,2021-09-13 22:37:42.519,2021-09-13 22:37:38.605,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-13 22:18:00.000,43d8794b-3f30-1c0d-d933-e21c1f68a5c6,
,48.0,14,14,3,17,20,87,70,1,17,0,0,,3,33.0,,47.0,,,d05cec73-e63e-46ac-a1aa-30a0ddd8a101.extra_data.json,1,77.0,57,87,2022-02-13 07:37:00.000,,2022-02-13 09:21:07.412,2022-02-13 09:21:04.411,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-02-13 09:04:00.000,d05cec73-e63e-46ac-a1aa-30a0ddd8a101,
,77.0,48,48,6,3,56,259,139,0,41,0,0,8805e13b-66ba-449f-9d23-79c5623dc2be,1,58.0,,42.0,,,bc5399bd-7b10-64ef-c0cf-36a8c64ae718.extra_data.json,2,78.0,69,259,2021-06-01 19:18:00.000,,2021-06-01 23:37:13.338,2021-06-01 23:37:10.433,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-01 23:37:00.000,bc5399bd-7b10-64ef-c0cf-36a8c64ae718,
,70.0,0,0,0,0,36,123,0,0,23,0,0,,2,12.0,,48.0,,,30574670-6585-4a11-ae84-439c0798249a.extra_data.json,0,70.0,41,123,2022-01-12 20:23:00.000,,2022-01-12 22:42:02.542,2022-01-12 22:36:08.159,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-12 22:26:00.000,30574670-6585-4a11-ae84-439c0798249a,
,63.0,13,13,7,2,12,159,159,1,6,0,0,,1,27.0,,16.0,,,dc339ac8-64a6-8529-97f7-7e7cfba52b82.extra_data.json,1,92.0,60,159,2021-09-21 04:27:00.000,,2021-09-21 07:10:34.224,2021-09-21 07:10:31.339,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-21 07:06:00.000,dc339ac8-64a6-8529-97f7-7e7cfba52b82,
,34.0,24,39,4,41,75,552,89,3,48,0,0,,1,73.0,,27.0,,,f2966d1f-3fc8-ce45-9d3a-1b59daff0406.extra_data.json,7,86.0,54,552,2021-06-12 14:12:00.000,,2021-06-12 23:25:01.667,2021-06-12 23:24:58.114,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-12 23:24:00.000,f2966d1f-3fc8-ce45-9d3a-1b59daff0406,
,23.0,5,31,0,32,53,433,44,4,28,1,0,,2,55.0,,19.0,,,168781b3-bdfd-429e-9660-b96aaca99ecd.extra_data.json,5,87.0,62,434,2022-02-05 17:03:00.000,,2022-02-06 00:35:49.749,2022-02-06 00:35:40.276,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-02-06 00:17:00.000,168781b3-bdfd-429e-9660-b96aaca99ecd,
,76.0,26,26,4,4,14,270,126,0,0,0,0,,1,45.0,,8.0,,,8a8ccbb3-8e72-de5b-0d1b-b561cd3a2946.extra_data.json,2,94.0,66,270,2021-06-20 16:47:00.000,,2021-06-20 21:29:17.528,2021-06-20 21:20:22.481,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-20 21:17:00.000,8a8ccbb3-8e72-de5b-0d1b-b561cd3a2946,
,70.0,0,29,0,0,0,62,0,0,0,0,0,d5dbf998-352e-4f52-ab99-14c3a5ed3b48,1,53.0,,0.0,,,f5a2c5e8-f6a1-2e7c-a0d3-98ac1be3196a.extra_data.json,0,100.0,54,62,2021-09-26 15:32:00.000,,2021-09-26 21:32:13.444,2021-09-26 16:34:08.519,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-26 16:34:00.000,f5a2c5e8-f6a1-2e7c-a0d3-98ac1be3196a,
,84.0,18,28,2,6,57,419,94,0,24,0,0,,3,56.0,,21.0,,,2bce7289-7864-4cc3-aa55-4e2f7d42f7c4.extra_data.json,4,86.0,76,419,2022-02-16 16:39:00.000,,2022-02-16 23:38:57.929,2022-02-16 23:38:49.922,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-02-16 23:38:00.000,2bce7289-7864-4cc3-aa55-4e2f7d42f7c4,
,75.0,0,3,4,10,57,376,78,0,31,0,0,,1,38.0,,29.0,,,50e3832c-744f-d3ab-a69f-11adc42212a3.extra_data.json,3,84.0,55,376,2021-07-25 16:18:00.000,,2021-07-25 22:41:18.876,2021-07-25 22:35:14.140,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-07-25 22:34:00.000,50e3832c-744f-d3ab-a69f-11adc42212a3,
,30.0,29,29,0,55,87,402,68,1,66,0,0,,1,64.0,,38.0,,,0896b680-a19f-5d27-f1c5-58ee9c1612b4.extra_data.json,5,78.0,64,402,2021-08-09 16:28:00.000,,2021-08-09 23:13:06.265,2021-08-09 23:13:03.127,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-09 23:10:00.000,0896b680-a19f-5d27-f1c5-58ee9c1612b4,
,70.0,0,30,0,0,0,60,0,0,0,0,0,f4a16ff4-7ad9-40ed-aed8-50751198c173,1,56.0,,0.0,,,e06d9cae-2c23-e404-e245-cefbb332828c.extra_data.json,0,100.0,54,60,2021-10-05 14:03:00.000,,2021-10-05 21:13:02.333,2021-10-05 15:03:16.418,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-10-05 15:03:00.000,e06d9cae-2c23-e404-e245-cefbb332828c,
,61.0,13,13,3,4,7,150,89,1,7,0,0,8436ca21-3514-43ca-bb4f-484d379e9b29,1,30.0,,13.0,,,05322f9f-213e-5285-76e4-830563666ffd.extra_data.json,1,95.0,66,150,2021-08-29 16:23:00.000,,2021-08-29 21:24:36.951,2021-08-29 18:53:02.574,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-29 18:53:00.000,05322f9f-213e-5285-76e4-830563666ffd,
,74.0,0,0,3,1,10,152,71,0,6,0,0,,1,15.0,,15.0,,,e9b573bb-923e-30a3-0d4e-f33c3ec3b600.extra_data.json,1,93.0,48,152,2021-10-19 15:52:00.000,,2021-10-19 18:27:16.954,2021-10-19 18:27:14.485,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-10-19 18:24:00.000,e9b573bb-923e-30a3-0d4e-f33c3ec3b600,
,9.0,28,28,26,46,74,369,95,3,66,0,0,,1,56.0,,65.0,,,9e8ccc3d-e493-c71c-896f-60706c4af948.extra_data.json,3,79.0,58,369,2021-09-05 16:00:00.000,,2021-09-05 22:10:17.231,2021-09-05 22:10:13.760,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-05 22:09:00.000,9e8ccc3d-e493-c71c-896f-60706c4af948,
,69.0,24,43,10,11,26,360,71,1,18,0,0,,1,61.0,,26.0,,,a367d19b-058f-7ced-eca2-a8daec4bd3bb.extra_data.json,4,92.0,69,360,2021-11-27 17:04:00.000,,2021-11-27 23:04:17.749,2021-11-27 23:04:15.373,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-11-27 23:04:00.000,a367d19b-058f-7ced-eca2-a8daec4bd3bb,
,35.0,0,3,12,35,59,193,35,1,52,0,0,d66c7fe8-707f-4301-868d-e6f7a5008b9c,1,21.0,,92.0,,,5899423c-36a2-4dab-8cd6-65f2369f5e2f.extra_data.json,2,69.0,28,193,2021-12-06 19:40:00.000,,2021-12-06 22:54:04.364,2021-12-06 22:53:57.652,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-06 22:53:00.000,5899423c-36a2-4dab-8cd6-65f2369f5e2f,
,48.0,11,11,1,12,19,225,120,2,8,0,0,0958fe29-6ffc-436b-8ccb-5e12a75f3d0f,1,31.0,,13.0,,,6d6e3d4a-fe5c-88ad-a16c-fee8f6ac593d.extra_data.json,2,91.0,54,225,2021-09-10 17:13:00.000,,2021-09-10 21:03:49.218,2021-09-10 21:03:46.410,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-10 20:58:00.000,6d6e3d4a-fe5c-88ad-a16c-fee8f6ac593d,
,55.0,24,52,1,15,32,352,77,2,18,0,0,,2,62.0,,16.0,,,1bfa5e7c-776d-4389-a806-25c721d10365.extra_data.json,4,90.0,65,352,2021-12-18 17:23:00.000,,2021-12-18 23:15:32.520,2021-12-18 23:15:22.153,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-18 23:15:00.000,1bfa5e7c-776d-4389-a806-25c721d10365,
,74.0,0,18,4,11,62,438,34,1,49,0,0,,1,48.0,,37.0,,,3f33ae91-7590-8b51-d252-a53b0a45b449.extra_data.json,5,85.0,47,438,2021-09-14 16:13:00.000,,2021-09-14 23:39:00.116,2021-09-14 23:38:57.508,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-14 23:31:00.000,3f33ae91-7590-8b51-d252-a53b0a45b449,
,70.0,0,0,0,0,13,92,0,0,12,0,0,,2,9.0,,27.0,,,a1ad868e-f992-4925-875f-e36e06831dc1.extra_data.json,0,85.0,41,92,2021-12-29 13:41:00.000,,2021-12-29 15:13:12.944,2021-12-29 15:13:09.263,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-29 15:13:00.000,a1ad868e-f992-4925-875f-e36e06831dc1,
,30.0,19,19,1,25,58,321,84,3,52,0,0,,1,47.0,,35.0,,,b300b2c3-0905-c0bf-e6f2-7e2beb31e0c4.extra_data.json,3,81.0,55,321,2021-09-22 17:05:00.000,,2021-09-22 22:31:39.054,2021-09-22 22:31:35.497,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-22 22:26:00.000,b300b2c3-0905-c0bf-e6f2-7e2beb31e0c4,
,64.0,0,0,7,11,24,286,121,1,10,0,0,d5dbf998-352e-4f52-ab99-14c3a5ed3b48,1,29.0,,18.0,,,2e5645fe-3d4e-62e8-11ce-99895b5c2d02.extra_data.json,3,91.0,40,286,2021-09-26 16:42:00.000,,2021-09-26 21:32:13.454,2021-09-26 21:32:05.385,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-26 21:28:00.000,2e5645fe-3d4e-62e8-11ce-99895b5c2d02,
,70.0,0,0,0,0,22,85,0,0,20,0,0,,2,9.0,,49.0,,,10d325f4-83c3-4d71-96bb-ce176401130a.extra_data.json,0,74.0,41,85,2022-01-07 23:17:00.000,,2022-01-08 00:43:08.151,2022-01-08 00:43:04.598,UTC-0800,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-08 00:42:00.000,10d325f4-83c3-4d71-96bb-ce176401130a,
,66.0,37,37,2,9,31,404,123,1,20,0,0,,2,62.0,,14.0,,,13bfaa42-9b56-479e-8045-af113a519263.extra_data.json,3,92.0,74,404,2022-01-22 15:22:00.000,,2022-01-23 03:27:51.715,2022-01-22 22:21:04.138,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-22 22:06:00.000,13bfaa42-9b56-479e-8045-af113a519263,
,65.0,0,0,6,10,24,292,90,1,12,0,0,f4a16ff4-7ad9-40ed-aed8-50751198c173,1,29.0,,19.0,,,49e379c6-cb94-2534-7de2-c9f8b7bf1015.extra_data.json,3,91.0,45,292,2021-10-05 16:20:00.000,,2021-10-05 21:13:02.355,2021-10-05 21:12:58.296,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-10-05 21:12:00.000,49e379c6-cb94-2534-7de2-c9f8b7bf1015,
,57.0,29,49,2,8,33,367,70,2,21,0,0,,2,67.0,,18.0,,,41441ba4-a774-4546-af15-a53aa35aa3f3.extra_data.json,3,91.0,73,367,2022-02-08 17:26:00.000,,2022-02-08 23:36:21.387,2022-02-08 23:36:14.593,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-02-08 23:33:00.000,41441ba4-a774-4546-af15-a53aa35aa3f3,
,80.0,22,22,3,0,10,222,109,0,0,0,0,,1,40.0,,7.0,,,1a159e7a-ec09-df0c-6baf-f512bb721171.extra_data.json,2,95.0,72,222,2021-10-26 17:57:00.000,,2021-10-26 21:41:15.668,2021-10-26 21:41:11.947,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-10-26 21:39:00.000,1a159e7a-ec09-df0c-6baf-f512bb721171,
,75.0,19,19,27,0,27,139,123,0,25,0,0,,3,34.0,,59.0,,,8900c5d3-ba62-4c3b-8ba2-3bb059d61768.extra_data.json,1,80.0,61,139,2022-02-20 15:57:00.000,,2022-02-20 18:16:57.072,2022-02-20 18:16:52.854,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-02-20 18:16:00.000,8900c5d3-ba62-4c3b-8ba2-3bb059d61768,
,49.0,17,17,1,16,17,87,71,1,16,0,0,,1,38.0,,39.0,,,8ec49e59-5128-c2b8-36be-287088f4aec2.extra_data.json,1,80.0,58,87,2021-11-28 10:40:00.000,,2021-11-28 12:23:31.897,2021-11-28 12:23:29.399,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-11-28 12:07:00.000,8ec49e59-5128-c2b8-36be-287088f4aec2,
,0.0,15,15,5,115,127,525,171,2,116,0,0,,1,59.0,,49.0,,,9c505fc7-e0bd-4e70-bfe1-92664d70e33e.extra_data.json,4,75.0,49,525,2021-12-07 16:05:00.000,,2021-12-08 00:50:11.451,2021-12-08 00:50:04.682,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-08 00:50:00.000,9c505fc7-e0bd-4e70-bfe1-92664d70e33e,
,70.0,30,36,4,10,50,443,89,1,27,0,0,,2,66.0,,22.0,,,5de61712-f77b-4481-afba-b433040bf8fd.extra_data.json,4,88.0,75,443,2021-12-20 18:20:00.000,,2021-12-21 01:43:23.545,2021-12-21 01:43:15.021,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-21 01:43:00.000,5de61712-f77b-4481-afba-b433040bf8fd,
,74.0,13,13,17,6,36,252,113,0,18,0,0,,2,35.0,,36.0,,,d10b0402-8bb4-4a7d-929c-bbde49f8168f.extra_data.json,2,85.0,59,252,2021-12-29 20:53:00.000,,2021-12-30 01:17:22.559,2021-12-30 01:16:56.264,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-30 01:05:00.000,d10b0402-8bb4-4a7d-929c-bbde49f8168f,
,64.0,19,52,2,11,43,400,87,1,35,0,0,,2,62.0,,22.0,,,66fe6811-2c4b-4de7-8000-9b8779ec9000.extra_data.json,3,89.0,75,400,2022-01-08 10:22:00.000,,2022-01-08 17:08:49.793,2022-01-08 17:08:42.328,UTC-0800,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-08 17:02:00.000,66fe6811-2c4b-4de7-8000-9b8779ec9000,
,74.0,8,8,4,1,9,148,98,0,0,0,0,,2,23.0,,10.0,,,e6c16f94-f322-40c0-94b5-91b2a3cc5124.extra_data.json,1,93.0,73,148,2022-01-22 22:46:00.000,,2022-01-23 03:27:51.732,2022-01-23 01:15:56.339,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-23 01:14:00.000,e6c16f94-f322-40c0-94b5-91b2a3cc5124,
,58.0,1,1,4,12,16,313,181,1,7,0,0,,2,32.0,,10.0,,,6b95d990-ec6a-402a-a36e-4a9481f04aa9.extra_data.json,2,94.0,53,313,2022-02-09 17:04:00.000,,2022-02-09 22:17:19.867,2022-02-09 22:17:14.511,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-02-09 22:17:00.000,6b95d990-ec6a-402a-a36e-4a9481f04aa9,
,70.0,47,75,0,10,54,496,107,1,37,0,0,,3,82.0,,18.0,,,8ac34859-5664-42cb-82e0-1c899c0c5f12.extra_data.json,4,89.0,81,496,2022-02-21 15:06:00.000,,2022-02-21 23:23:11.014,2022-02-21 23:22:09.506,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-02-21 23:22:00.000,8ac34859-5664-42cb-82e0-1c899c0c5f12,
